Fonte de Recursos;Despesa;Liquidado
002 - RECURSOS VINCULADOS ESTADUAIS;33903946 - SERVICOS MEDICOSHOSPITALARES E ODONTOLOGICO;9559475.83
002 - RECURSOS VINCULADOS ESTADUAIS;33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES;5397281.65
002 - RECURSOS VINCULADOS ESTADUAIS;33903953 - PROJ.OU PESQ.DE CIENCIATECNOLOGIA E INOVACA;6205.74
002 - RECURSOS VINCULADOS ESTADUAIS;33903954 - CONGRESSOSSEMINARIOSSIMPOSIOS E CONGENERES;7900
002 - RECURSOS VINCULADOS ESTADUAIS;33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA;99228.5
002 - RECURSOS VINCULADOS ESTADUAIS;33903957 - SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI;34000
002 - RECURSOS VINCULADOS ESTADUAIS;33903958 - AUDIOVIDEOFOTO E PROJECAO;19349.98
002 - RECURSOS VINCULADOS ESTADUAIS;33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO;10260
002 - RECURSOS VINCULADOS ESTADUAIS;33903963 - INSTAL.REPAR.MANUT.DIVIPORTASCORTPERS.AFI;380511.51
002 - RECURSOS VINCULADOS ESTADUAIS;33903965 - SERVICOS DE COPA COPEIRAGEM;184324.32
002 - RECURSOS VINCULADOS ESTADUAIS;33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB;74972.8
002 - RECURSOS VINCULADOS ESTADUAIS;33903978 - MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO;34429.26
002 - RECURSOS VINCULADOS ESTADUAIS;33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS;1295997.45
002 - RECURSOS VINCULADOS ESTADUAIS;33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT;24411912.24
002 - RECURSOS VINCULADOS ESTADUAIS;33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET;2133170.76
002 - RECURSOS VINCULADOS ESTADUAIS;33903982 - CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC;121813682.44
002 - RECURSOS VINCULADOS ESTADUAIS;33903983 - SERVICOS GRAFICOS;732149.92
002 - RECURSOS VINCULADOS ESTADUAIS;33903985 - SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS;37422671.11
002 - RECURSOS VINCULADOS ESTADUAIS;33903988 - HONORARIOS ADVOCAT. ASSIST. JUDICIARIA COMPL;1961800.49
002 - RECURSOS VINCULADOS ESTADUAIS;33903991 - LOCACAO DE IMOVEIS;16714335.18
002 - RECURSOS VINCULADOS ESTADUAIS;33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO;851470.01
002 - RECURSOS VINCULADOS ESTADUAIS;33903995 - MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO;1657903.72
002 - RECURSOS VINCULADOS ESTADUAIS;33903999 - OUTROS SERVICOS DE TERCEIROS;484037873.06
002 - RECURSOS VINCULADOS ESTADUAIS;33904007 - MANUTENþÒO DE SOFTWARE;124335.88
002 - RECURSOS VINCULADOS ESTADUAIS;33904009 - DESENVOLVIMENTO DE SOFTWARE;8738753.6
002 - RECURSOS VINCULADOS ESTADUAIS;33904010 - ATUALIZ.OU AQUIS.LICENþA E CESSÒO DE SOFTWAR;48688128.65
002 - RECURSOS VINCULADOS ESTADUAIS;33904011 - SUPORTE DE INFRAESTRUTURA;5256207.94
002 - RECURSOS VINCULADOS ESTADUAIS;33904012 - SUPORTE A USUßRIOS DE TI;41038679.09
002 - RECURSOS VINCULADOS ESTADUAIS;33904013 - HOSPEDAGEM DE SISTEMAS;5664483.7
002 - RECURSOS VINCULADOS ESTADUAIS;33904014 - LOCAþÒO DE EQUIPAMENTOS DE TI;1841326.97
002 - RECURSOS VINCULADOS ESTADUAIS;33904015 - MANUTENþÒO DE EQUIPAMENTOS DE TI;16432480.11
002 - RECURSOS VINCULADOS ESTADUAIS;33904016 - COMUNICAþÒO DE DADOS;7783458.9
002 - RECURSOS VINCULADOS ESTADUAIS;33904018 - SALA COFRE;1086956.14
002 - RECURSOS VINCULADOS ESTADUAIS;33904019 - SERVIþOS DE DIGITAþÒO E PREPARAþÒO DE DADOS;818798.88
002 - RECURSOS VINCULADOS ESTADUAIS;33904020 - SERVIþOS DE TELEFONIA DE VOZ SOBRE IP;26571.2
002 - RECURSOS VINCULADOS ESTADUAIS;33904090 - SERVIþOS DE TECNOLOGIA DA INFORMAþÒO;327454877.28
002 - RECURSOS VINCULADOS ESTADUAIS;33904113 - CONTRIBUICOES A AUTARQUIAS E FUNDACOES;21000220.88
002 - RECURSOS VINCULADOS ESTADUAIS;33904601 - AUXILIO - ALIMENTACAO;14119950.17
002 - RECURSOS VINCULADOS ESTADUAIS;33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS;25519712.27
002 - RECURSOS VINCULADOS ESTADUAIS;33904713 - IPTU;455470.82
002 - RECURSOS VINCULADOS ESTADUAIS;33904718 - TAXA DE LIMPEZA PUBLICA;2154.24
002 - RECURSOS VINCULADOS ESTADUAIS;33904720 - OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA;2247395.92
002 - RECURSOS VINCULADOS ESTADUAIS;33904901 - AUXILIO - TRANSPORTE;1982453.25
002 - RECURSOS VINCULADOS ESTADUAIS;33905011 - ENERGIA ELETRICA;8077091.62
002 - RECURSOS VINCULADOS ESTADUAIS;33905012 - TELEFONIA FIXA;3359952.31
002 - RECURSOS VINCULADOS ESTADUAIS;33905013 - AGUA E ESGOTOS;1705587.32
002 - RECURSOS VINCULADOS ESTADUAIS;33905014 - GAS ENCANADO;2488.34
002 - RECURSOS VINCULADOS ESTADUAIS;33905015 - OUTROS SERVICOS DE UTILIDADE PUBLICA;1273.2
002 - RECURSOS VINCULADOS ESTADUAIS;33905017 - TELEFONIA MOVEL CELULAR;255084.64
002 - RECURSOS VINCULADOS ESTADUAIS;33909214 - LIMPEZA;1135631.2
002 - RECURSOS VINCULADOS ESTADUAIS;33909215 - VIGILANCIA;459588.21
002 - RECURSOS VINCULADOS ESTADUAIS;33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;2201521.11
002 - RECURSOS VINCULADOS ESTADUAIS;33909221 - DIARIAS;4968.56
002 - RECURSOS VINCULADOS ESTADUAIS;33909301 - INDENIZACOES E RESTITUICOES DIVERSAS;683837.78
002 - RECURSOS VINCULADOS ESTADUAIS;33909308 - RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGIC;20171.74
002 - RECURSOS VINCULADOS ESTADUAIS;33909317 - INDENIZACAO TERMOS DECR.40.177/95 E ALT.POST;319290.77
002 - RECURSOS VINCULADOS ESTADUAIS;33909320 - CUSTEIO DILIGENCIAS DOS OFIC.DE JUSTICA;201090691.4
002 - RECURSOS VINCULADOS ESTADUAIS;44405101 - TRANSFERENCIAS A MUNICIPIOS-OBRAS;12766599.92
002 - RECURSOS VINCULADOS ESTADUAIS;44405201 - TRANSF.A MUNICIPIOS-EQUIP.MATER.PERMANENTE;5912908.3
002 - RECURSOS VINCULADOS ESTADUAIS;44904061 - MELHORIA DE EQUIPAMENTO DE TI;50000
002 - RECURSOS VINCULADOS ESTADUAIS;44904062 - AQUISIþÒO DE SOFTWARE;4243344.22
002 - RECURSOS VINCULADOS ESTADUAIS;44904201 - AUXILIOS PARA DESPESAS DE CAPITAL;227032493.95
002 - RECURSOS VINCULADOS ESTADUAIS;44905110 - ESTUDOS E PROJETOS;961767.99
002 - RECURSOS VINCULADOS ESTADUAIS;44905111 - GERENCIAMENTO DE OBRAS;167908.35
002 - RECURSOS VINCULADOS ESTADUAIS;44905130 - EXECUCAO DE OBRAS E INSTALACOES;11198664.67
002 - RECURSOS VINCULADOS ESTADUAIS;44905131 - DESAPROPRIACOES;11741271.78
002 - RECURSOS VINCULADOS ESTADUAIS;44905210 - VEICULOS DIVERSOS;393581.02
002 - RECURSOS VINCULADOS ESTADUAIS;44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMACÒO;15761435.26
002 - RECURSOS VINCULADOS ESTADUAIS;44905232 - MOBILIARIO EM GERAL;6980809.64
002 - RECURSOS VINCULADOS ESTADUAIS;44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE;4705175.28
002 - RECURSOS VINCULADOS ESTADUAIS;44905235 - EQUIP.E MOBIL.MED.-HOSPITALARODONTOLOGICO;2628
002 - RECURSOS VINCULADOS ESTADUAIS;44909301 - INDENIZACOES E RESTITUICOES DIVERSAS;33752.31
002 - RECURSOS VINCULADOS ESTADUAIS;45906630 - EMPRESTIMOS E FINANCIAMENTOS DIVERSOS;828802.16
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;31900119 - ATRASADOS-OUTROS PODERES/MINIST.PUBLICO;95365297.42
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;31901112 - PESSOAL CIVIL PAGO PELA UNIDADE;1471938.04
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO;107487.61
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS;49382.2
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;31901133 - VENCITOS.ATRASADOS-OUTR.PODERES E MINIST.PUB;38822370.94
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO;119499.67
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT;364086.79
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;31901611 - VERBA HONORARIA;55315253.09
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;31901612 - VERBA HONORARIA-13 SALARIO;166341.1
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;31909416 - OUTRAS INDENIZACOES DE PESSOAL;130494204.9
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;31909434 - REEMB.FERIAS-OUTRO PODER E MIN.PUBL.-ATIVOS;686698244.43
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;31909435 - REMB.FERIAS-OUTRO PODER E MIN.PUBLI-INATIVOS;51308060.64
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33403001 - TRANSF.PARA MATERIAL DE CONSUMO;102272.25
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33403901 - TRANSFERENCIAS PARA SERVICOS;4904716.53
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33413999 - OUTROS SERVICOS DE TERCEIROS;45508175.53
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33504105 - CONTRIB.APM LIQUID. DEB.TRAB. LEI 14.689;134248.23
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33504374 - CONV.C/UNIV.E FACULD.S/FINS LUCRATIVOS;2168988.77
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33504379 - CONVENIOS COM ORGANIZACOES SOCIAIS;42887792.79
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33504381 - TERMO DE COLABORACAO COM ORGS.SOCIEDADE CIVI;2879450.54
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33504390 - OUTRAS SUBVENCOES SOCIAIS;10492457.39
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33900810 - AUXILIO-CRECHE E AUXILIO-ESCOLA;11340657
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33900841 - AUXILIO FUNERAL - OUTROS PODERES;696027.88
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33900844 - AUXILIO FUNERAL - OUTROS PODERES - INATIVOS;3716789.91
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33900846 - AUXILIO SAUDE - OUTROS PODERES;166487448
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33901401 - DIARIAS PESSOAL CIVIL;7203589.37
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33901416 - DIARIAS NO EXTERIOR;47566.09
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33901501 - DIARIAS PESSOAL MILITAR;187936.79
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33901503 - DIARIA ESP JORN EXT TRAB POL. MILITAR-DEJEM;18974991.78
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33902001 - AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA;380127.36
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903010 - GENEROS ALIMENTICIOS;9437623.77
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903012 - MATERIAL DE CAMA MESA E BANHO;77380.1
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903013 - MATERIAL E UTENS.P/REFEITORIOCOPA E COZINHA;778741.93
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903014 - MATERIAL DE LIMPEZA;393033.31
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903015 - ARTIGOS DE HIGIENE PESSOAL;3026634.66
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;560883
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903019 - LUBRIFICANTE AUTOMOTIVO;29960.62
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903021 - GASOLINA AUTOMOTIVA;39108.06
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903022 - DIESEL AUTOMOTIVO;399532.96
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903023 - ETANOL AUTOMOTIVO;534930.37
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES;531091
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO;465684.59
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903026 - CESTAS BASICAS;482420.29
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903027 - ETANOL AUTOMOTIVO-REEMBOLSO;6144815.48
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903028 - DIESEL AUTOMOTIVO-REEMBOLSO;1563194.83
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903029 - OUTROS COMBUSTIVEIS E LUBRIFICANTES-REEMBOLS;685378.29
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS;2505794.91
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903031 - MATERIAL MEDICOHOSPITALAR E ODONTOLOGICO;2255949.72
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903032 - MATERIAL DE USO LABORATORIAL;358226.9
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903034 - MATERIAL DE USO VETERINARIO;275880.99
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903035 - MEDICAMENTOS FORNECIDOS POR DECISÒO JUDICIAL;1900
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903036 - OUT.MAT.CONS.DECORRENTE DE DECISAO JUDICIAL;610.01
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903039 - MATERIAL ESPORTIVO E DE LAZER;202763.92
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903040 - MATERIAL EDUCATIVO E CULTURAL;672627.71
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS;5217766.09
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903042 - MATERIAL PARA FOTOGRAFIA E FILMAGEM;22915.41
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903043 - LIVROS P/BIBLIO.PUBLIMAPASOUTRAS PUBLICACA;58697
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903044 - BANDEIRAS FLAMULAS INSIGNIAS;70447
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903050 - PECAS DE REPOSICAO E ACESSORIOS;1492389.32
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ;106424.99
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS;1411355
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA;1180234.36
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903055 - MATERIAL PARA TELECOMUNICACOES;65218.82
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903060 - MATERIAIS E SUPRIMENTOS DE INFORMATICA;671091.61
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA;635097.31
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903063 - FARDAMENTOVESTUARIOUNIFORTECIDO AVIAMENT;239874.5
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903064 - PECAS P/VIATURAS PELO REGIME DE ADIANTAMENTO;28149.05
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903066 - MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA;271417.75
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903080 - ANIMAIS PARA ABATEEXPERIMENTO E SEMEM;24000
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903081 - ALIMENTOS PARA ANIMAIS;529932.3
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903082 - SEMENTES E MUDAS DE PLANTAS;315129.73
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903090 - OUTROS MATERIAIS DE CONSUMO;5810481.21
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903295 - MATERIAL OU BEM PARA DISTRIBUICAO GRATUITA;2389022.77
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903340 - REGIME DE QUILOMETRAGEM;3240000
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903342 - PASSAGENS AEREAS EXERCICIO ANTERIOR.;1619484.88
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903343 - LOCACAO DE VEICULOSAERONAVES E OUTROS;1005655.03
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903344 - VALE-TRANSPORTE;41247.67
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO;821155.52
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903346 - LOCOMOCAO DE SERVIDORES;529409.66
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903347 - TRANSPORTE ESCOLAR;1704717.61
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903350 - LOCOMOþÒO DE SERV.POR MEIO DE APLIC.DE TRANS;728919.64
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903501 - OUTROS SERV.CONSULTORIAASSESS.E AUDITORIA;114175
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903504 - SERVICOS DE CONSULTORIA-PESSOA JURIDICA;193313.37
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903509 - CONSULTORIA TECNO.DA IMFORMACÒO-PJ;1810042.13
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903603 - CONDOMINIO;8280
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS;7132033.86
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS;1462388.2
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS;80881125.81
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903625 - CURSOS PALESTRAS;150288.5
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903626 - SERVICOS TECNICOS E ESPECIALIZADOS;550
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903691 - LOCACAO DE IMOVEIS;15410603.03
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903795 - SERVICOS DE VIGILANCIA;163764502.55
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903796 - SERVICOS DE LIMPEZA;11204263.62
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903799 - OUTROS SERVICOS;9742538.17
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903903 - CONDOMINIOS;4725524.54
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS;2859794.96
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903914 - EXAMES LABORATORIAIS;64931.22
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA;29207463.25
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903916 - GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO);34214.47
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903918 - PROPAGANDA/PUBLICIDADE;16952.76
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS;1509762.61
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903921 - SERVICOS DE COMUNICACAO DE DADOS;7755.7
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903922 - LOC.MAQ.REPROGAFICAS C/MAO DE OBRA;78428.47
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903925 - SERVICOS DE CORREIOS;43622674.52
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903926 - PUBLICIDADE LEGAL;40639.27
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE;5490339.17
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903928 - SERVICOS DE PUBLICIDADE INSTITUCIONAL;277.5
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903931 - SERVICOS DE APOIO AO ENSINO;587464.48
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903936 - DEDETIZACAODESINSETIZACAO E DESRATIZACAO;130335.3
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903940 - FRETES E TRANSPORTES;1392891.37
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903941 - SERVICO DE LAVANDERIA;70668.38
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903942 - SEGURO DE VIDA;1688.85
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903943 - ASSIN.DE JORNAISPERIODICOS E CLIPAGEM;121901.16
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903944 - SEGURO DE VEICULO;945838.26
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903945 - OUTROS SEGUROS;606433
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903946 - SERVICOS MEDICOSHOSPITALARES E ODONTOLOGICO;2417628.31
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES;4222495.88
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903951 - CARGA DESCARGA EMPAC.PESAGEM DIST.LOG.ARMAZE;28150
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903952 - PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS;68410
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903953 - PROJ.OU PESQ.DE CIENCIATECNOLOGIA E INOVACA;692342.2
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903954 - CONGRESSOSSEMINARIOSSIMPOSIOS E CONGENERES;23550.2
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA;76114.6
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903957 - SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI;128495.79
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903958 - AUDIOVIDEOFOTO E PROJECAO;16800
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903960 - REALIZACAO DE CONCURSO PUBLICO;3610260.45
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO;2137159.13
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903962 - CONTR.CURSOS INCL.QUALIF.PROFIS.EXT.SERV.PUB;98950
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903963 - INSTAL.REPAR.MANUT.DIVIPORTASCORTPERS.AFI;382150.52
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903964 - CRECHE;72175.25
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903965 - SERVICOS DE COPA COPEIRAGEM;118996.01
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903969 - SERV.SOCORRISTA P/ATEND.MEDICO URGENTE;45661.44
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903970 - FORNEC.ALIMENT.PREPARADA-HOSPITALAR;17970.5
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB;6491388.77
003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES;33903975 - CONTRATOS DE GESTAO-LEI COMPL.846/98 ALT.POS;1913537
